GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024R191	RAB38	located_in	GO:0005783	endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q63483|ensembl:ENSRNOP00000022538	9606	Ensembl		C
UniProtKB	A0A024R1F5	RNF185	located_in	GO:0005783	endoplasmic reticulum	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045103	9606	InterPro		C
UniProtKB	A0A024R1H4	RNF185	located_in	GO:0005783	endoplasmic reticulum	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045103	9606	InterPro		C
UniProtKB	A0A024R1Q0	SREBF2	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R1R0	KDELR3	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R1R0	KDELR3	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R1R0	KDELR3	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R1U9	G6PC	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R1U9	G6PC	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R1V4	RPL27	located_in	GO:0005791	rough endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0235	9606	UniProt		C
UniProtKB	A0A024R1W3	FKBP10	located_in	GO:0005783	endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61576|ensembl:ENSMUSP00000001595	9606	Ensembl		C
UniProtKB	A0A024R1W6	ORMDL3	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007203|InterPro:IPR029883	9606	InterPro		C
UniProtKB	A0A024R1W6	ORMDL3	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R1W6	ORMDL3	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R1W6	ORMDL3	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R1X5	BECN1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R1X5	BECN1	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R1X5	BECN1	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001453755	9606	UniProt		C
UniProtKB	A0A024R1Y7	LGP1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99J23|ensembl:ENSMUSP00000017891	9606	Ensembl		C
UniProtKB	A0A024R277	SPTLC1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R2B3	BCL2	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R2B3	BCL2	located_in	GO:0005783	endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10417|ensembl:ENSMUSP00000108371	9606	Ensembl		C
UniProtKB	A0A024R2B3	BCL2	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10417|ensembl:ENSMUSP00000108371	9606	Ensembl		C
UniProtKB	A0A024R2B3	BCL2	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R2C3	PIGN	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007070|InterPro:IPR017852	9606	InterPro		C
UniProtKB	A0A024R2C3	PIGN	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R2C3	PIGN	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R2C3	PIGN	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001454753	9606	UniProt		C
UniProtKB	A0A024R2C4	BCL2	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R2C4	BCL2	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R2D5	EDEM1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R2D5	EDEM1	located_in	GO:0030176	integral component of endoplasmic reticulum membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q925U4|ensembl:ENSMUSP00000086565	9606	Ensembl		C
UniProtKB	A0A024R2D5	EDEM1	located_in	GO:0044322	endoplasmic reticulum quality control compartment	ECO:0000366	IEA	GO_REF:0000108	GO:0036510	9606	GOC		C
UniProtKB	A0A024R2D5	EDEM1	located_in	GO:0044322	endoplasmic reticulum quality control compartment	ECO:0000366	IEA	GO_REF:0000108	GO:1904380	9606	GOC		C
UniProtKB	A0A024R2E1	ITPR1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000493	9606	InterPro		C
UniProtKB	A0A024R2F9	TMEM43	located_in	GO:0005788	endoplasmic reticulum lumen	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBS1|ensembl:ENSMUSP00000032183	9606	Ensembl		C
UniProtKB	A0A024R2I2	ITPR1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000493	9606	InterPro		C
UniProtKB	A0A024R2N5	SEC22C	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R2P4	C3orf39	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R2Q1	SEC22L3	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R2R3	GUP1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D1G3|ensembl:ENSMUSP00000035110	9606	Ensembl		C
UniProtKB	A0A024R2W8	HYAL3	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R2W8	HYAL3	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0095	9606	UniProt		C
UniProtKB	A0A024R342	CYB561D2	located_in	GO:0005783	endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WUE3|ensembl:ENSMUSP00000044093	9606	Ensembl		C
UniProtKB	A0A024R370	TMF1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B9EKI3|ensembl:ENSMUSP00000093325	9606	Ensembl		C
UniProtKB	A0A024R386	LOC57146	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R386	LOC57146	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R3D5	BACE1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0095	9606	UniProt		C
UniProtKB	A0A024R3D7	BACE1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0095	9606	UniProt		C
UniProtKB	A0A024R3E8	BACE1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0095	9606	UniProt		C
UniProtKB	A0A024R3H2	SORL1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R3H2	SORL1	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R3H8	DPAGT1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R3H8	DPAGT1	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R3I8	EI24	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R3M2	GRAMD1B	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R3P1	DEGS1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R3P1	DEGS1	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R3R5	LBR	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R3V6	ARV1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R3V6	ARV1	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R3X4	HSPD1	located_in	GO:0005791	rough endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P63039|ensembl:ENSRNOP00000063666	9606	Ensembl		C
UniProtKB	A0A024R4A8	BOK	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35425|ensembl:ENSMUSP00000027499	9606	Ensembl		C
UniProtKB	A0A024R4F6	ICMT	located_in	GO:0005783	endoplasmic reticulum	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR025770	9606	InterPro		C
UniProtKB	A0A024R4F6	ICMT	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R4F6	ICMT	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R4V4	MLC1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D4ABB2|ensembl:ENSRNOP00000052732	9606	Ensembl		C
UniProtKB	A0A024R4V6	ALG12	located_in	GO:0005788	endoplasmic reticulum lumen	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039485	9606	InterPro		C
UniProtKB	A0A024R4V6	ALG12	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R4V6	ALG12	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R540	hCG_2020143	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R540	hCG_2020143	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R549	BSCL2	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R549	BSCL2	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R561	HRASLS3	located_in	GO:0005783	endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8R3U1|ensembl:ENSMUSP00000119403	9606	Ensembl		C
UniProtKB	A0A024R564	FADS3	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R564	FADS3	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R577	TM7SF2	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5BK21|ensembl:ENSRNOP00000028485	9606	Ensembl		C
UniProtKB	A0A024R577	TM7SF2	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R587	hCG_2020143	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R587	hCG_2020143	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R5B6	RCE1	located_in	GO:0030176	integral component of endoplasmic reticulum membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039731	9606	InterPro		C
UniProtKB	A0A024R5B6	RCE1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R5B6	RCE1	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R5C4	RTN3	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R5C4	RTN3	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R5C4	RTN3	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000046420	9606	UniProt		C
UniProtKB	A0A024R5F7	DHCR7	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R5K5	ALG8	located_in	GO:0005783	endoplasmic reticulum	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039487	9606	InterPro		C
UniProtKB	A0A024R5K5	ALG8	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R5K5	ALG8	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R5K8	SERPINH1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R5K8	SERPINH1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P19324|ensembl:ENSMUSP00000126390	9606	Ensembl		C
UniProtKB	A0A024R5K8	SERPINH1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R601	CLN6	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R640	AGPAT5	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R663	KTN1	located_in	GO:0030176	integral component of endoplasmic reticulum membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007794	9606	InterPro		C
UniProtKB	A0A024R663	KTN1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R6A3	PSEN1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R6A3	PSEN1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P49769|ensembl:ENSMUSP00000098786	9606	Ensembl		C
UniProtKB	A0A024R6A3	PSEN1	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R6A3	PSEN1	located_in	GO:0005790	smooth endoplasmic reticulum	ECO:0000366	IEA	GO_REF:0000108	GO:0051563	9606	GOC		C
UniProtKB	A0A024R6B2	ANGEL1	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	PMID:23814182		9606	AgBase		C
UniProtKB	A0A024R6B9	ABCD4	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O89016|ensembl:ENSMUSP00000021666	9606	Ensembl		C
UniProtKB	A0A024R6G5	TCL1A	located_in	GO:0005783	endoplasmic reticulum	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R6I3	TMED10	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R6I3	TMED10	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R6R7	MT3	located_in	GO:0005791	rough endoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P37361|ensembl:ENSRNOP00000025669	9606	Ensembl		C
UniProtKB	A0A024R730	CFTR	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R730	CFTR	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
UniProtKB	A0A024R755	CALU	located_in	GO:0005783	endoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0256	9606	UniProt		C
UniProtKB	A0A024R755	CALU	located_in	GO:0016529	sarcoplasmic reticulum	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0703	9606	UniProt		C
UniProtKB	A0A024R755	CALU	located_in	GO:0005789	endoplasmic reticulum membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0097	9606	UniProt		C
